date,cases,deaths,recovered,new_cases,new_deaths,new_recovered,active,case_fatality_rate
2020-02-15,68770,1668,9396,4527,123,966,57706,2425.476225
2021-01-12,91918655,2049348,,737250,13600,,,2229.523485
2021-12-10,269569750,5327310,,618513,7567,,,1976.226932
2020-01-23,657,18,32,50,0,2,607,2739.726027
2020-08-19,22458706,844225,14332108,257938,6031,214994,7282373,3759.00998
2021-07-23,193748772,4173199,,531061,9683,,,2153.922813
2020-09-11,28538544,978642,19225425,268546,6040,214905,8334477,3429.193865
2022-07-07,553312176,6371851,,857567,1685,,,1151.583369
2020-10-04,35234376,1103620,24547935,296427,5711,226172,9582821,3132.225188
2021-06-07,174124423,3765795,,413475,10388,,,2162.703505
2022-07-30,576402122,6420009,,1036615,2273,,,1113.807315
2023-01-15,665427275,6725922,,368816,2314,,,1010.767405
2021-02-27,114201427,2627889,,384840,9745,,,2301.099968
2021-06-30,182702164,3976454,,373511,7917,,,2176.467926
2022-08-22,596356396,6474506,,796345,2375,,,1085.677297
2022-12-23,655018725,6679232,,566675,1928,,,1019.700925
2020-06-17,8332934,488405,4061250,134494,4959,88420,3783279,5861.140866
2021-12-16,273286828,5368772,,628873,7064,,,1964.519124
2022-11-13,634643840,6611742,,358119,1324,,,1041.803541
2020-04-18,2339873,176049,589815,87662,7445,27028,1574009,7523.869885
2023-01-09,663194599,6711866,,502976,2296,,,1012.050763
2021-02-21,111827768,2566443,,361835,9973,,,2294.996177
2020-11-10,51607149,1346438,33475928,566371,8567,275502,16784783,2609.014499
2021-07-17,190520171,4112895,,504116,8240,,,2158.77142
2022-06-20,539698153,6344585,,563774,1395,,,1175.580269
2023-02-24,673408864,6788595,,150568,989,,,1008.094096
2021-04-08,134394755,3024550,,620508,11112,,,2250.497053
2020-12-26,80622033,1840125,,592317,10652,,,2282.409574
2021-09-01,218989562,4559477,,643033,9791,,,2082.052203
2022-05-05,516058212,6275655,,516113,2154,,,1216.075019
2020-08-02,18065996,738895,10690548,259190,6110,182725,6636553,4089.97655
2022-01-25,359456151,5650413,,3421028,8590,,,1571.933874
2022-09-28,616202241,6543603,,456191,1513,,,1061.92457
2021-04-28,150067174,3283450,,822331,13666,,,2187.986828
2022-09-08,607029368,6511787,,532485,1859,,,1072.730142
2020-12-06,67243521,1613579,,619274,11106,,,2399.60516
2022-04-18,505166054,6232211,,725489,2579,,,1233.695525
2022-10-01,617555546,6548044,,449395,1462,,,1060.316605
2022-05-11,519313381,6285889,,550045,1773,,,1210.423076
2021-09-18,228674665,4714031,,542887,8740,,,2061.457486
2020-05-28,5816903,393347,2405407,100659,4476,66692,3018149,6762.137859
2020-06-03,6513321,420780,2867218,116190,4633,75518,3225323,6460.298825
2020-11-16,55135782,1400617,,585621,9131,322890,,2540.304951
2021-10-08,237829048,4871633,,424829,7221,,,2048.375941
2022-03-29,485583101,6168303,,1555864,4934,,,1270.287822
2020-10-24,42722203,1219188,28788419,423838,5888,208353,12714596,2853.757331
2022-03-06,446641913,6029229,,1543462,7263,,,1349.902198
2022-08-19,594591301,6470202,,822500,2458,,,1088.176364
2020-01-29,6169,133,127,802,17,14,5909,2155.940995
2020-04-15,2079433,153028,508723,86030,7419,25845,1417682,7359.121453
2021-11-26,260948433,5219607,,569113,7057,,,2000.244623
2022-07-27,573335036,6413328,,1004135,2272,,,1118.600399
2020-05-08,3946824,298883,1314035,82808,5700,37802,2333906,7572.7471
2021-10-31,247397448,5029823,,441914,7308,,,2033.094133
2020-11-30,63415147,1544881,,586025,10450,,,2436.138798
2021-01-18,95906258,2131589,,668579,14170,,,2222.575507
2022-05-31,529579656,6316062,,470000,1435,,,1192.655709
2021-03-16,121125202,2779672,,439925,8991,,,2294.875017
2021-06-10,175366301,3802603,,386872,10320,,,2168.377264
2021-11-20,257402382,5176178,,535115,7264,,,2010.928555
2022-02-14,413936423,5857287,,2205184,10701,,,1415.020925
2020-02-18,74613,2010,14344,4276,127,1379,58259,2693.900527
2020-03-26,535164,26154,121392,41845,2268,5265,387618,4887.100029
2023-02-04,670107242,6764793,,201895,1747,,,1009.509012
2022-07-13,558944161,6382881,,954972,1957,,,1141.953248
2020-07-10,12520286,604630,6862496,203778,5215,144956,5053160,4829.202783
2022-10-21,626799134,6579023,,437730,1589,,,1049.622222
2020-04-01,941584,53725,192295,66749,4396,11321,695564,5705.810634
2021-09-24,231688190,4766103,,505345,8364,,,2057.119528
2020-08-22,23255395,862638,14918253,250904,5892,210794,7474504,3709.410225
2021-07-20,191962168,4147421,,520165,9719,,,2160.540821
2022-06-17,538446208,6341738,,530977,1439,,,1177.784875
2020-07-30,17301897,721651,10168783,256419,6055,192626,6411463,4170.935707
2021-06-27,181588528,3952538,,372195,8119,,,2176.645212
2022-05-25,526927736,6308451,,518640,1589,,,1197.213692
2021-09-04,220888189,4589226,,622166,9694,,,2077.623987
2022-08-02,579002127,6426436,,1013248,2347,,,1109.915784
2020-09-14,29343129,992269,19857906,279584,5289,216329,8492954,3381.605963
2021-08-12,205982175,4361806,,649933,9715,,,2117.564784
2022-07-10,555244523,6376027,,895280,1790,,,1148.327761
2021-02-01,103759173,2333519,,531530,14248,,,2248.976098
2021-02-07,106544835,2413867,,461235,12935,,,2265.588003
2022-12-03,643640269,6641700,,496549,1475,,,1031.896281
2021-02-24,112925589,2597608,,371963,10098,,,2300.282888
2022-12-20,652912398,6671318,,572773,1942,,,1021.778422
2022-12-26,656130686,6682193,,559865,1862,,,1018.424095
2023-02-27,673646485,6789596,,146713,929,,,1007.887097
2021-07-03,183953830,4000271,,382354,7688,,,2174.605987
2020-01-26,2120,56,56,313,8,6,2008,2641.509434
2020-04-21,2565364,195853,678055,80591,7366,29382,1691456,7634.511126
2020-12-23,78902821,1810940,,646074,11846,,,2295.152413
2022-05-08,517295000,6279783,,508849,1999,,,1213.965532
2023-01-12,664573204,6720944,,447284,2342,,,1011.317333
2020-06-20,8801229,504592,4348791,144596,5226,93602,3947846,5733.199307
2021-04-11,136527308,3061024,,675894,12403,,,2242.059882
2021-05-18,164398848,3544329,,637915,12649,,,2155.93299
2021-12-13,271165686,5344671,,618538,7137,,,1970.998277
2022-03-09,451956190,6052020,,1607358,7050,,,1339.072267
2022-11-10,633763031,6609072,,349492,1393,,,1042.830155
2020-03-06,101353,3463,55748,2553,83,2718,42142,3416.771087
2021-10-14,240221636,4912060,,409713,6886,,,2044.803325
2022-01-22,349786304,5625850,,3284409,7944,,,1608.367719
2021-08-29,216979792,4528171,,655666,9955,,,2086.909089
2021-04-05,132293245,2982435,,598287,10398,,,2254.412158
2020-05-31,6174569,406143,2629191,108298,4486,67497,3139235,6577.673681
2020-11-13,53532915,1376467,,585177,8793,302982,,2571.253592
2021-10-11,238873656,4887179,,415957,6933,,,2045.92632
2022-03-26,481151114,6156666,,1609990,6778,,,1279.570144
2023-02-21,672799580,6783874,,155118,1094,,,1008.305326
2020-06-23,9246394,518644,4617271,150939,5103,96388,4110479,5609.148821
2021-05-21,166312702,3583942,,601480,12511,,,2154.94184
2021-11-03,248784305,5051841,,441052,7061,,,2030.610814
2020-10-21,41289937,1200267,28156658,389161,5780,204963,11933012,2906.923786
2022-10-04,618677037,6551587,,432008,1475,,,1058.967217
2022-09-11,608177692,6515802,,496505,1737,,,1071.364847
2020-05-11,4182372,312209,1437818,84143,5430,40196,2432345,7464.878782
2020-10-01,34347048,1089056,23898034,293044,5824,235493,9359958,3170.741194
2021-11-23,259079673,5196286,,566640,7356,,,2005.671051
2020-09-08,27632522,960346,18545203,262873,6025,211103,8126973,3475.41929
2022-03-03,442479832,6010827,,1517470,7538,,,1358.440897
2020-07-13,13120491,618508,7240226,211787,5350,136294,5261757,4714.061387
2021-03-19,122781361,2811799,,471126,9269,,,2290.086196
2022-02-11,408771742,5832134,,2444573,10717,,,1426.745883
2022-10-18,625247532,6572777,,457675,1512,,,1051.22798
2021-01-15,94204730,2097246,,707245,13990,,,2226.26401
2022-04-15,503807567,6227503,,847977,2901,,,1236.087627
2020-08-25,23931334,878352,15558931,249998,5791,206407,7494051,3670.301037
2021-04-25,147670621,3240874,,825629,13318,,,2194.664029
2021-05-01,152574470,3326647,,804620,13788,,,2180.343147
2022-01-05,298371081,5498671,,1901480,6240,,,1842.896765
2020-03-29,725191,37660,148137,55253,3172,7242,539394,5193.114642
2021-08-09,203900069,4329250,,638235,9614,,,2123.221449
2021-09-21,230056914,4737857,,526364,8614,,,2059.428216
2023-02-01,669507667,6759052,,209259,1728,,,1009.555578
2022-02-17,420118999,5893253,,1967431,10442,,,1402.758031
2022-10-24,627526481,6581807,,415382,1546,,,1048.849284
2020-12-03,65360888,1582457,,607260,10762,,,2421.106947
2022-05-28,528333715,6312811,,496872,1565,,,1194.852954
2021-10-23,243994919,4974012,,424851,7056,,,2038.571959
2022-09-20,612491255,6530895,,470967,1655,,,1066.283795
2020-10-10,37286150,1139967,25892173,330326,5760,223765,10254010,3057.347031
2021-09-07,222469468,4614440,,599596,9621,,,2074.190243
2022-08-05,582519725,6435704,,956218,2400,,,1104.804477
2020-11-02,47136684,1277536,31311562,510395,6861,300056,14547586,2710.279747
2021-09-30,234333245,4812444,,456246,7856,,,2053.675312
2022-08-28,600549693,6488337,,700142,2245,,,1080.399686
2021-05-07,157191567,3406667,,769645,13294,,,2167.207227
2023-03-02,674207953,6793820,,134431,885,,,1007.67426
2021-04-14,138716183,3098816,,736389,12643,,,2233.925367
2021-08-15,207803525,4388465,,646076,9715,,,2111.833762
2023-02-07,670540257,6767722,,190043,1624,,,1009.293913
2023-02-13,671520090,6775006,,168214,1219,,,1008.905929
2021-03-22,124139612,2837059,,497349,9700,,,2285.377692
2020-10-27,44032318,1236860,29802595,454574,6206,265929,12992863,2808.982257
2020-03-15,167890,6544,75674,8368,388,2147,85672,3897.79022
2020-11-19,57014327,1434192,,591755,9649,,,2515.494044
2021-02-10,107732475,2452101,,427966,12572,,,2276.101983
2021-10-17,241334240,4928968,,406938,6818,,,2042.382382
2022-10-07,620471557,6557595,,450562,1457,,,1056.872781
2020-04-30,3278470,253401,1011257,79403,6142,39220,2013812,7729.245654
2021-01-04,86017030,1938651,,640378,11545,,,2253.799044
2021-03-28,127645944,2900969,,561777,10260,,,2272.668374
2021-12-02,264509364,5265722,,596372,7561,,,1990.750694
2021-05-30,170842206,3684354,,496500,11299,,,2156.583017
2022-01-31,379196066,5707642,,3341960,9716,,,1505.195468
2022-04-27,511695033,6257544,,654652,2595,,,1222.904972
2022-11-22,638292860,6625136,,403763,1521,,,1037.946124
2022-12-29,658093270,6690013,,530255,1920,,,1016.575204
2020-06-09,7254295,448262,3363229,122250,4721,82139,3442804,6179.263457
2022-06-26,543484176,6353393,,648732,1469,,,1169.011589
2020-09-17,30244171,1010347,20540696,288849,5380,219804,8693128,3340.633803
2020-09-23,31974828,1042584,21993278,292314,5405,238996,8938966,3260.639901
2022-03-12,457258453,6070805,,1675153,6534,,,1327.652876
2022-03-18,468403535,6105303,,1814945,5597,,,1303.428037
2020-04-24,2816858,217236,786729,79313,6793,31523,1812893,7711.996842
2021-05-24,167817703,3614397,,575197,12013,,,2153.763837
2022-01-14,324367666,5564039,,2910539,7215,,,1715.349458
2022-06-29,546231078,6358142,,701597,1395,,,1164.002243
2021-01-24,99556839,2222688,,595402,14502,,,2232.581932
2022-06-06,532302665,6323755,,478323,1312,,,1187.999876
2022-11-19,637207241,6621469,,392394,1453,,,1039.139008
2020-02-04,23899,494,857,2615,51,107,22548,2067.032093
2020-07-16,13816176,636575,7689570,218390,5379,139187,5490031,4607.461573
2022-10-27,629056267,6588614,,383943,1629,,,1047.380711
2020-08-08,19646476,777879,11938886,258713,6236,198151,6929711,3959.381825
2021-07-06,185109969,4022423,,401064,7873,,,2172.991018
2021-11-06,250231705,5074634,,454728,7060,,,2027.974033
2020-03-18,215162,9058,82872,12757,629,2316,123232,4209.851182
2021-07-29,197128812,4227925,,577923,9003,,,2144.752437
2020-07-22,15227347,672687,8644573,236573,6037,157457,5910087,4417.624423
2022-05-17,522541552,6294944,,560212,1604,,,1204.678169
2020-02-24,78867,2630,25221,864,108,1804,51016,3334.728087
2020-06-26,9789102,534366,4931296,161737,4882,99139,4323440,5458.784677
2021-12-19,275069218,5386088,,656777,6908,,,1958.084601
2020-08-28,24782583,897041,16192440,255802,5731,212020,7693102,3619.642876
2021-05-04,154704030,3362722,,786471,13597,,,2173.648611
2022-01-08,306130444,5518739,,2316223,6520,,,1802.740991
2022-09-14,609908613,6521665,,494580,1726,,,1069.285605
2020-12-12,71924201,1683453,,746368,11132,,,2340.593259
2023-01-21,667190191,6740302,,279972,2196,,,1010.251963
2020-04-07,1395178,93800,299043,76466,6655,17531,1002335,6723.156472
2020-05-14,4447670,328573,1579130,84705,5088,43026,2539967,7387.530999
2022-04-04,492911822,6190416,,1296408,3829,,,1255.887103
2022-12-09,647018187,6652834,,525090,1670,,,1028.229829
2021-03-08,117631655,2706185,,404506,9182,,,2300.558468
2022-07-19,564702080,6394492,,1026444,2024,,,1132.365583
2022-08-31,602623850,6496182,,642265,2216,,,1077.982891
2021-06-16,177532613,3862251,,374246,10799,,,2175.516337
2022-02-20,424772940,5917629,,1838607,10221,,,1393.127585
2020-05-20,5006231,356986,1887599,93458,4845,49692,2761646,7130.833555
2021-11-12,253260849,5118997,,490697,7285,,,2021.235031
2021-05-10,159226093,3441562,,754833,13271,,,2161.430916
2022-04-07,496719567,6203227,,1141327,3641,,,1248.838864
2023-03-05,674492637,6795538,,139005,924,,,1007.503659
2020-10-07,36210961,1122493,25268998,311853,6045,227485,9819470,3099.870782
2020-11-22,58778969,1462944,,595540,10054,,,2488.890202
2022-09-17,611268670,6527095,,486077,1719,,,1067.794788
2020-10-30,45677143,1259054,30558398,487321,6519,282229,13859691,2756.420208
2021-03-02,115188447,2652151,,385609,9566,,,2302.445314
2022-08-25,598991835,6483574,,742855,2295,,,1082.414421
2021-03-25,125929153,2870705,,530051,9952,,,2279.619081
2021-09-10,224405988,4644439,,573501,8993,,,2069.659122
2022-11-02,630825724,6596962,,321254,1489,,,1045.766168
2023-01-18,666371706,6732407,,325090,2123,,,1010.308052
2020-12-15,73662699,1714098,,750522,11377,,,2326.955193
2021-04-17,141191106,3138468,,767630,12357,,,2222.851063
2021-08-18,209886123,4419859,,658509,9796,,,2105.836697
2022-10-10,621358005,6560259,,468633,1462,,,1055.793753
2023-02-10,671172369,6773193,,166829,1296,,,1009.158498
2020-06-06,6914279,435505,3074450,120376,4659,74499,3404324,6298.632149
2022-06-23,542103397,6350159,,598585,1379,,,1171.392586
2020-08-05,18812319,758274,11357990,256008,6191,200359,6696055,4030.73114
2021-05-27,169466386,3653126,,540021,11734,,,2155.664074
2022-04-24,509637442,6248008,,701264,2477,,,1225.971148
2020-03-12,132577,4950,67961,5023,224,2024,59666,3733.679296
2021-02-13,108986287,2489534,,399000,11917,,,2284.263524
2021-10-20,242669857,4952187,,414702,6873,,,2040.709572
2022-01-28,370594111,5683773,,3351077,9130,,,1533.692207
2023-01-01,659254043,6694369,,520395,1894,,,1015.446029
2020-04-27,3041763,233546,870991,78452,6405,32490,1937226,7677.981486
2020-12-29,82206255,1872759,,569362,10792,,,2278.122267
2022-08-08,585011444,6440678,,1027539,2449,,,1100.949061
2020-09-20,31119002,1025454,21265850,291851,5395,234765,8827698,3295.266346
2022-03-15,462199630,6085574,,1747541,5944,,,1316.654884
2022-11-16,635914065,6616569,,373068,1362,,,1040.481625
2021-08-01,198861416,4253780,,596055,9224,,,2139.06754
2022-12-12,648139522,6655772,,541678,1716,,,1026.904204
2020-02-27,82023,2813,33264,916,80,2156,45946,3429.525865
2020-08-11,20378125,795038,12586774,262981,6300,207158,6996313,3901.428615
2021-07-09,186570261,4047992,,427183,7799,,,2169.687697
2021-12-22,277552367,5411292,,715685,7121,,,1949.647217
2021-01-01,84334941,1911301,,606502,11355,,,2266.321619
2021-06-13,176459462,3833420,,379543,10815,,,2172.408301
2021-11-29,262499320,5238298,,573344,7139,,,1995.547265
2020-12-09,69074374,1647024,,629147,11033,,,2384.421175
2022-06-03,531352062,6321291,,478160,1320,,,1189.661517
2022-01-11,314417545,5538810,,2661487,6836,,,1761.609709
2021-08-21,211942052,4450735,,657879,9948,,,2099.977309
2022-02-03,388704266,5743878,,3112747,10343,,,1477.698729
2020-02-01,12038,260,287,1514,31,35,11491,2159.827214
2020-07-19,14500758,655038,8115352,224960,5847,145042,5730368,4517.267304
2022-05-14,520972070,6290721,,564565,1673,,,1207.496786
2022-04-21,508017978,6242477,,694644,2491,,,1228.790569
2022-06-09,534159996,6329896,,478769,1439,,,1185.01873
2021-07-26,195229600,4197748,,542830,10141,,,2150.159607
2022-04-01,490143838,6182576,,1444678,4101,,,1261.37993
2022-12-06,644953264,6645470,,503655,1529,,,1030.380087
2020-02-21,76212,2252,18885,1359,103,1543,55075,2954.915236
2020-06-29,10287338,546797,5220965,172727,4813,101151,4519576,5315.242874
2021-11-09,251566696,5094064,,472446,7237,,,2024.935765
2020-02-07,34339,721,2016,3487,72,255,31602,2099.653455
2022-02-23,430069700,5947215,,1716226,9449,,,1382.849106
2022-10-30,629781146,6591374,,377189,1572,,,1046.613421
2023-01-24,667747126,6744545,,250450,2178,,,1010.044782
2021-03-05,116537759,2684655,,390538,9355,,,2303.678244
2020-08-31,25525951,911536,16809391,262819,5671,211700,7805024,3571.016806
2020-04-04,1178972,72939,245244,72894,5583,15218,860789,6186.660922
2020-05-17,4715731,342172,1723572,87095,4859,46084,2649987,7255.969435
2021-09-27,232901186,4784891,,476140,8052,,,2054.472578
2020-10-13,38184977,1153637,26509618,331875,5294,213130,10521722,3021.180293
2021-06-19,178679339,3888825,,360377,9230,,,2176.426789
2021-01-21,97854896,2182304,,633423,14387,,,2230.142884
2022-07-16,561502100,6388349,,954301,1871,,,1137.724863
2020-11-25,60520815,1496172,,594358,10447,,,2472.161024
2020-12-18,75840308,1754236,,652111,11651,,,2313.065501
2021-11-15,254606411,5137131,,501284,7299,,,2017.675431
2022-10-13,623258229,6566176,,480082,1480,,,1053.524157
2021-05-13,161398165,3483309,,717642,13014,,,2158.208552
2022-12-21,653627920,6673883,,577605,1954,,,1021.052314
2023-03-08,674868855,6798272,,121638,856,,,1007.347124
2021-04-20,143421657,3173034,,788109,12612,,,2212.381356
2021-01-10,90611766,2022109,,736018,13337,,,2231.618574
2021-06-28,181921522,3959096,,377258,8053,,,2176.265874
2022-11-05,631950744,6601891,,333416,1590,,,1044.684426
2021-02-02,104224616,2348375,,517844,13872,,,2253.186522
2021-06-05,173479704,3750420,,432483,10633,,,2161.878256
2022-11-28,640763679,6633123,,434529,1413,,,1035.19023
2020-09-09,27917825,966611,18785445,263523,6026,214124,8165769,3462.343503
2021-10-29,246674021,5019183,,435626,7287,,,2034.743253
2022-09-26,615054109,6539693,,446789,1513,,,1063.271167
2021-07-15,189435412,4096625,,482628,8151,,,2162.544456
2022-06-12,535223991,6333096,,479442,1462,,,1183.26086
2020-07-25,16039940,691714,9268340,250151,5934,179639,6079886,4312.447553
2020-03-01,87697,2994,42703,1341,75,2758,42000,3414.027846
2020-06-15,8045843,475810,3844689,131071,4655,80526,3725344,5913.737069
2021-02-19,111131595,2550556,,360821,10236,,,2295.077291
2023-01-07,662518151,6708647,,511241,2184,,,1012.598219
2023-02-19,672532267,6782500,,164295,1182,,,1008.501797
2021-04-03,131236195,2966753,,583217,10439,,,2260.621012
2021-04-06,132900734,2994891,,604751,10476,,,2253.479653
2021-12-08,268186485,5310728,,626321,7880,,,1980.236998
2022-08-11,588082275,6450149,,923370,2475,,,1096.810646
2020-11-08,50526630,1329084,32905175,562610,8278,265302,16292371,2630.462392
2022-05-03,514840611,6269694,,545547,2176,,,1217.793209
2023-01-04,660707003,6700814,,469295,1959,,,1014.188433
2020-09-03,26357756,930514,17507756,265656,5607,216409,7919486,3530.323295
2021-02-16,109935515,2515554,,377637,11037,,,2288.208683
2021-09-16,227527763,4698485,,540057,9034,,,2065.016127
2022-08-17,592849928,6464507,,824693,2507,,,1090.412041
2020-09-26,32912343,1059701,22750865,292632,5455,246012,9101777,3219.767733
2021-08-24,213750940,4479594,,657198,10079,,,2095.707275
2020-03-24,422869,19931,107492,32169,1684,3860,295446,4713.279999
2022-07-25,570697610,6407062,,1076882,2238,,,1122.671952
2020-05-06,3763876,287065,1238628,81278,5696,41776,2238183,7626.845305
2022-03-04,444242171,6019420,,1532916,7473,,,1354.986175
2020-04-13,1916581,136909,447412,84875,7359,24516,1332260,7143.39754
2020-08-14,21250133,815318,13274036,266976,6203,219375,7160779,3836.766575
2021-10-06,236891818,4855082,,435492,7362,,,2049.493326
2022-02-06,395526061,5771244,,2888986,10570,,,1459.13116
2022-07-05,551034230,6366810,,819409,1425,,,1155.429128
2021-01-30,102919533,2313728,,546371,14394,,,2248.094149
2022-10-19,625774574,6575006,,454010,1557,,,1050.69881
2021-06-22,179690923,3911662,,363928,8502,,,2176.88347
2022-02-26,434785608,5973631,,1600884,8763,,,1373.925652
2020-05-26,5597402,383138,2275487,99515,4490,63913,2938777,6844.925557
2020-07-02,10891196,562897,5738359,184837,4795,130387,4589940,5168.367184
2021-12-25,280102401,5428555,,788299,6683,,,1938.060859
2022-02-12,410496812,5840784,,2390498,10782,,,1422.857335
2020-11-28,62412973,1528149,,590296,10406,,,2448.447697
2021-08-04,200747122,4282778,,608731,9298,,,2133.419377
2022-04-10,499127495,6211271,,1062479,3454,,,1244.425735
2022-12-15,650326680,6662992,,566575,1757,,,1024.560764
2021-03-14,120304097,2761552,,425410,8935,,,2295.476271
2021-04-26,148359653,3252504,,825356,13388,,,2192.310331
2022-09-06,605831265,6507309,,565599,2068,,,1074.112443
2020-02-10,42636,1015,3949,3249,84,472,37672,2380.617319
2020-10-16,39383237,1172222,27131601,350365,5301,205076,11079414,2976.449092
2023-01-27,668562551,6751852,,217857,1768,,,1009.905803
2020-07-08,12062821,593040,6575570,196650,5094,160258,4894211,4916.262954
2021-12-31,288713826,5468749,,1327624,6352,,,1894.176346
2020-06-12,7655109,463567,3607856,124303,4598,85923,3583686,6055.655119
2020-07-05,11469728,576780,6162701,190720,4860,148003,4730247,5028.715589
2021-06-02,172177717,3720185,,465455,11421,,,2160.665773
2022-04-30,513430320,6264545,,591219,2522,,,1220.135383
2020-07-28,16749948,708279,9752792,256849,6138,183982,6288877,4228.544471
2021-06-25,180914433,3938902,,368907,8301,,,2177.218221
2021-12-11,270045242,5333145,,618982,7615,,,1974.907967
2022-05-23,525695561,6304220,,537402,1590,,,1199.214996
2022-11-08,632882615,6604869,,343270,1348,,,1043.616753
2020-01-24,944,26,39,129,3,4,879,2754.237288
2020-08-20,22730091,850645,14539906,255279,5978,221380,7339540,3742.373931
2020-12-21,77569298,1783356,,650739,11778,,,2299.048781
2021-07-18,190940358,4119497,,511302,8090,,,2157.47841
2021-11-18,256350067,5162185,,526992,7452,,,2013.724849
2022-06-15,537330558,6338616,,529982,1460,,,1179.649269
2022-10-16,624143653,6569187,,462367,1455,,,1052.512025
2021-10-26,245182962,4993290,,427057,7109,,,2036.556684
2022-07-08,554318447,6374140,,865440,1744,,,1149.905805
2021-10-03,235514895,4831377,,442364,7755,,,2051.410379
2021-01-07,88418628,1983950,,663908,11752,,,2243.814505
2020-06-18,8475781,493758,4142339,135447,4980,87729,3839684,5825.516256
2021-02-22,112103190,2573689,,361066,9884,,,2295.821377
2021-05-16,163251552,3518923,,664113,12636,,,2155.521927
2022-01-20,343326467,5609867,,3182175,7682,,,1633.974523
2020-03-04,94629,3254,51152,1988,68,2966,40223,3438.692156
2022-05-06,516684944,6277788,,514284,2095,,,1215.01276
2022-11-25,639924781,6630845,,417461,1402,,,1036.191314
2020-05-03,3517826,269313,1122371,78148,5877,39884,2126142,7655.665744
2021-03-31,129341338,2934463,,580626,10756,,,2268.774272
2022-03-21,472717197,6128617,,1760757,6942,,,1296.465844
2023-01-10,663589531,6714226,,493435,2330,,,1011.804088
2023-02-16,672161572,6779808,,162057,1114,,,1008.657484
2022-09-23,614145304,6536975,,453026,1531,,,1064.402016
2022-09-29,616845773,6545893,,459690,1532,,,1061.187948
2020-11-05,48813488,1305739,32107063,529720,7769,257068,15400686,2674.955332
2020-11-11,52231801,1356855,33856584,576803,8545,291403,17018362,2597.756489
2021-08-27,215975842,4512841,,656122,10154,,,2089.511937
2021-12-05,266132189,5287250,,625031,8118,,,1986.700677
2021-07-12,187795390,4071016,,447994,8124,,,2167.793363
2020-03-21,304219,13586,91240,21069,1096,2705,199393,4465.861764
2020-10-19,40461486,1186750,27731884,370837,5491,202274,11542852,2933.036122
2021-09-19,229038061,4720069,,541746,8799,,,2060.822983
2022-08-14,589926643,6455440,,818778,2435,,,1094.278429
2022-07-22,568495290,6402796,,1078015,2217,,,1126.270721
2020-09-06,27160719,945611,18134723,271284,5495,218201,8080385,3481.538909
2022-01-17,331744367,5581191,,2908166,7353,,,1682.377021
2022-07-02,548619404,6362703,,774558,1421,,,1159.766307
2020-04-10,1650737,116910,374392,78452,7215,21360,1159435,7082.291122
2020-04-16,2173843,160738,539539,87073,7359,26643,1473566,7394.186241
2020-05-29,5938078,398502,2482584,102701,4496,62245,3056992,6710.959337
2020-09-29,33703419,1073748,23428415,291460,5387,242670,9201256,3185.872626
2021-10-09,238169238,4876459,,423341,7061,,,2047.476425
2022-02-09,403532737,5808266,,2574629,10854,,,1439.354349
2022-03-24,478274959,6144943,,1680155,6475,,,1284.813868
2021-09-13,225823739,4667641,,572966,9098,,,2066.939915
2022-03-01,439045077,5994473,,1556109,8460,,,1365.343404
2022-07-28,574451206,6416091,,998810,2307,,,1116.907917
2020-03-27,599095,29793,130177,46763,2569,6162,439125,4973.000943
2020-12-01,64030050,1557265,,589470,10437,,,2432.084623
2021-08-07,202813297,4312927,,633555,9505,,,2126.550411
2022-04-13,502227010,6221451,,966299,3211,,,1238.772682
2022-12-18,651626050,6667293,,578956,1881,,,1023.177787
2020-08-17,21921951,830772,13886421,258482,6048,229241,7204758,3789.680946
2021-11-21,257781885,5180818,,539574,7247,,,2009.768064
2021-12-28,283355853,5447027,,959769,6581,,,1922.327329
2022-05-20,524513338,6300739,,568276,1562,,,1201.254295
2021-01-27,101200627,2268159,,573494,14730,,,2241.249948
2021-04-23,146117926,3216969,,817277,13014,,,2201.625145
2020-05-23,5322928,371326,2101545,97935,4663,59829,2850057,6975.972623
2020-02-13,60209,1373,6293,4199,105,683,52543,2280.389975
2022-05-26,527435579,6309999,,505910,1561,,,1196.354446
2023-01-30,668979207,6754493,,214846,1705,,,1009.671591
2021-03-11,118994212,2737045,,415071,8982,,,2300.149691
2022-09-03,604334511,6502519,,598232,2166,,,1075.980087
2020-09-15,29623674,998831,20091085,284446,5495,220843,8533758,3371.732352
2021-08-13,206783967,4372280,,647417,9717,,,2114.419248
2022-07-11,556297477,6377811,,924032,1880,,,1146.47491
2020-08-23,23457954,866941,15128068,249831,5820,207473,7462945,3695.722994
2021-07-21,192518257,4156087,,522748,9730,,,2158.80149
2022-06-18,538674633,6342383,,521259,1403,,,1177.405174
2022-08-26,599694189,6486103,,728983,2267,,,1081.568426
2020-10-08,36570277,1128882,25488651,317598,5684,227229,9952744,3086.883919
2021-09-05,221335177,4595804,,622199,9663,,,2076.400174
2022-08-03,580152611,6429580,,973935,2318,,,1108.256669
2021-02-25,113369685,2608611,,376716,9957,,,2300.97755
2021-03-03,115630277,2663708,,386383,9439,,,2303.642324
2022-12-27,656784839,6684297,,553196,1849,,,1017.7301
2021-03-20,123279800,2820542,,477253,9280,,,2287.919026
2023-01-13,665009047,6723899,,406856,2310,,,1011.098876
2023-01-19,666696206,6736019,,303286,2148,,,1010.358082
2020-01-27,2929,82,65,394,11,7,2782,2799.590304
